id,artist_id,imgurl,artworkid,artwork_category_id,title,year,artwork_medium_id,paper_type_id,artwork_height,artwork_width,artwork_depth,created_at
1,1,1,#TMSPNTULI15,12,#Transplant_masquerade Skin,2015,21,8,250,180,0.2,2025-01-04 00:00:00
